District/Area *,School/Building *,School/Building Code,Class *,Code,First Name *,Last Name *,Middle Name,Unique Student ID *,Date of Birth *,Gender *,Grade *,Active User,Additional ID Number,Ethnicity-Hispanic or Latino,Race-American Indian or Alaska Native,Race-Asian,Race-Black or African American,Race-Native Hawaiian or Other Pacific Islander,Race-White,Program Code-Free/Reduced-Price Lunch,Program Code-ELL,Program Code-Migrant Student,Program Code-Section 504,Program Code-Gifted Talented,Program Code-Title I Language,Program Code-IEP,Program Code-SE,Program Code-Title I Math,Program Code-Other 1,Program Code-Other 2,Braille,Office Use-Z,Office Use-1,Office Use-2,Office Use-3,Office Use-4,Office Use-5,Office Use-6,Office Use-7,Office Use-8,Office Use-9,Office Use-10,Office Use-11,Office Use-12,Office Use-V,Office Use-Q,Office Use-N,Test Admin-A,Test Admin-B,Test Admin-C,Test Admin-D,Test Admin-E,Test Admin-F,Test Admin-G,Test Admin-H,Test Admin-I,Test Admin-J,Test Admin-K,Test Admin-L,Test Admin-M,Test Admin-N,Admin Code-A,Admin Code-B,Admin Code-C,Admin Code-D,Admin Code-E,Admin Code-F,Admin Code-G,Admin Code-H,Admin Code-I,Admin Code-J,Admin Code-K,Admin Code-L,Admin Code-M,Admin Code-N,Admin Code-O,Admin Code-P,Admin Code-Q,Admin Code-R,Admin Code-S,Admin Code-T,Home Reporting
Apex,Apex High School,,Class 0,,Ezekiel,Towne,,APX650,08/16/2008,M,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Alta,Hickle,,APX651,02/23/2016,M,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Madelynn,Schinner,,APX652,03/18/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Josiah,Swift,,APX653,04/08/2008,F,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Elvera,King-Pacocha,,APX654,08/16/2018,M,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Nina,Reinger,,APX655,10/07/2009,F,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Bonita,Barrows,,APX656,01/28/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Rhianna,Douglas,,APX657,08/30/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Lesley,Maggio,,APX658,09/03/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Maybelle,Waters,,APX659,07/09/2010,M,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Oma,Koepp,,APX660,09/09/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Lexi,Schoen,,APX661,10/12/2013,F,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Chanel,White,,APX662,11/28/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Ana,Wehner,,APX663,07/16/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Rosalee,Lowe,,APX664,12/07/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Emmie,Kuhlman,,APX665,03/24/2018,M,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Brenna,Labadie,,APX666,12/10/2013,F,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Otilia,Cartwright,,APX667,08/11/2009,M,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Jeanne,Roob,,APX668,08/23/2012,M,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Arvilla,Ritchie,,APX669,06/05/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Bette,Bartell,,APX670,03/20/2018,M,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Cordia,Donnelly,,APX671,07/10/2019,M,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Carmine,Koch,,APX672,05/08/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Destany,Welch,,APX673,03/05/2017,M,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Jayde,Bergnaum,,APX674,03/22/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Demond,Feeney,,APX675,06/29/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Deja,Gleason,,APX676,12/27/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Agustin,Jerde,,APX677,05/12/2010,F,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Lucie,Kohler,,APX678,12/15/2008,F,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Sierra,Pfeffer,,APX679,04/03/2008,F,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Jonathan,Shanahan,,APX680,02/05/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Jaydon,O'Kon,,APX681,10/12/2015,M,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Miles,Kshlerin,,APX682,01/24/2008,M,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Claudie,Mertz,,APX683,12/01/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Vesta,Green-Pfeffer,,APX684,09/22/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Laila,Osinski,,APX685,12/24/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Dimitri,Gulgowski,,APX686,08/11/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Jules,Wuckert,,APX687,10/14/2017,F,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Orin,Klein,,APX688,05/14/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Dashawn,Kiehn,,APX689,09/23/2019,M,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Luz,Fisher,,APX690,12/03/2009,M,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Jerrod,Okuneva,,APX691,03/26/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Jasmin,Walsh,,APX692,07/23/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Kari,Satterfield,,APX693,12/15/2012,M,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Mabelle,McGlynn,,APX694,11/25/2009,M,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Anabel,Kshlerin,,APX695,08/24/2018,F,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Myrtle,Jacobson,,APX696,02/12/2015,M,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Verlie,Metz,,APX697,04/16/2020,M,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Alysa,Mraz,,APX698,05/26/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Loma,Littel,,APX699,03/29/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Sandra,Bauch-Schroeder,,APX700,01/07/2019,F,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Lisandro,Wilderman,,APX701,11/01/2017,F,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Zakary,Okuneva,,APX702,08/31/2008,F,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Megane,Nitzsche,,APX703,06/22/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Adam,Christiansen,,APX704,02/06/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Brendan,Weissnat,,APX705,04/26/2012,M,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Alexander,Rodriguez,,APX706,08/27/2012,M,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Danika,Kozey-Stanton,,APX707,07/21/2010,M,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Al,Thompson-Armstrong,,APX708,10/10/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Marcos,Adams,,APX709,08/26/2009,F,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Gerhard,Champlin,,APX710,08/25/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Cary,Schulist,,APX711,04/12/2010,F,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Franco,Fadel,,APX712,01/22/2018,M,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Price,Watsica,,APX713,01/09/2019,M,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 10,,Demarco,Bayer,,APX714,12/15/2018,M,10,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Lexi,Gulgowski,,APX715,09/01/2015,M,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Vivien,Sipes,,APX716,08/17/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Samara,Christiansen,,APX717,07/08/2009,F,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Jerad,Farrell,,APX718,02/25/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Raphael,Kreiger,,APX719,04/01/2012,M,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Cameron,Fadel,,APX720,09/18/2017,F,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Elmer,Ratke,,APX721,12/13/2010,F,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Colten,Roberts,,APX722,02/28/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Laurine,Kuphal,,APX723,03/14/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Victoria,Swift,,APX724,09/30/2015,M,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Itzel,Bashirian,,APX725,10/21/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Anita,Haley,,APX726,06/01/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Hannah,Murazik,,APX727,04/18/2019,M,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Barry,Walsh,,APX728,08/25/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Danyka,Nicolas,,APX729,06/01/2010,F,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Dave,Grimes,,APX730,07/02/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Marshall,Stark,,APX731,12/23/2008,M,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Aubree,Satterfield,,APX732,04/15/2013,F,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Wilbert,Gottlieb,,APX733,05/05/2014,M,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Elfrieda,Walker-Mayer,,APX734,04/15/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Jacynthe,Wiegand,,APX735,04/20/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Genevieve,Schuppe,,APX736,12/16/2008,M,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Zoe,Gibson,,APX737,01/22/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Carson,Willms,,APX738,03/15/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Carmelo,Pfannerstill,,APX739,02/17/2017,M,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 6,,Godfrey,Walsh,,APX740,10/19/2014,F,6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 9,,Maxime,O'Kon,,APX741,05/13/2017,F,9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Wilfredo,Pfeffer,,APX742,10/20/2011,F,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Bettie,Brekke,,APX743,12/15/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Cortez,Langworth-Beier,,APX744,07/13/2019,F,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Vada,Runolfsson,,APX745,03/10/2016,M,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Jesus,Watsica,,APX746,11/19/2008,M,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Irving,Marvin,,APX747,10/30/2019,F,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Jackson,O'Keefe,,APX748,12/10/2019,F,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 11,,Maude,Pfannerstill,,APX749,03/23/2019,F,11,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 4,,Jerry,Goldner,,APX750,02/12/2012,F,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Janick,Dooley,,APX751,10/06/2009,M,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Janick,Borer,,APX752,08/14/2009,M,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Isabelle,Kunde,,APX753,07/25/2016,M,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Akeem,Spencer,,APX754,10/26/2011,F,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Lila,Beier,,APX755,02/02/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 3,,Tara,Walker,,APX756,10/11/2011,M,3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 7,,Carol,Hagenes,,APX757,12/18/2015,F,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 5,,Eli,Yost,,APX758,02/16/2013,M,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 8,,Modesto,Luettgen,,APX759,08/03/2016,F,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 0,,Annamae,Gulgowski,,APX760,11/01/2008,F,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 12,,Dalton,Davis,,APX761,04/01/2020,F,12,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 1,,Tracy,MacGyver,,APX762,04/25/2009,F,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex,Apex High School,,Class 2,,Rhett,White,,APX763,11/30/2010,F,2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
